D1109	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
D2083	གཤིན་རྗེ་གཤེད་ཀྱི་ཡིད་བཞིན་གྱི་ནོར་བུའི་ཕྲེང་བ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D2084	དཔལ་གཤིན་རྗེའི་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D2085	ལུས་ངག་ཡིད་གསུམ་བྱིན་གྱིས་བརླབ་པའི་མན་ངག་ཅེས་བྱ་བ
D2086	སེམས་དཔའ་གསུམ་གྱི་ཏིང་ངེ་འཛིན་ལ་མཉམ་པར་བཞག་པ་ཞེས་བྱ་བ
D2087	འཕགས་པ་དཔལ་གཤིན་རྗེ་ཚོ་བདག་ནག་པོ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
D2088	ཁྲུས་ཀྱི་ཆོ་ག་སྒྲིབ་པ་སྦྱོང་ཤིང་བར་ཆོད་གསལ་བ
D2089	དཔལ་གཤིན་རྗེ་ཚོ་བདག་ནག་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
D2090	འཇམ་དཔལ་མཚན་བརྗོད་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ
D2091	མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་ཚུལ་གསུམ་གསལ་བ
D2092	མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་མཚན་དོན་གསལ་བར་བྱེད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ
D2093	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་དོན་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བ
D2094	མཚན་ཡང་དག་པར་བརྗོད་པའི་ཉེ་བར་བསྡུས་པའི་རྣམ་པར་རྟོག་གེ་ཞེས་བྱ་བ
D2095	ཉེ་བར་བསྡུས་པའི་རྣམ་པར་རྟོག་གེ་དང་སྦྱར་བའི་བསྡུས་དོན་མཚན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བ
D2096	འཕགས་པ་འཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ
D2097	འཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་རིན་པོ་ཆེའི་ཕྱག་རྒྱ་དྲི་མ་མེད་པའི་ཆོ་ག་ཞེས་བྱ་བ
D2098	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་སྙིང་པོ་མངན་པར་རྟོགས་པ་ཞེས་བྱ་བ
D2099	རང་བཞིན་དུ་གནས་པའི་སྔགས་ཀྱི་སྤྱོད་པ་བཅུ་པ་ཞེས་བྱ་བ
D2100	རྨི་ལམ་བརྟག་པ
D2101	སངས་རྒྱས་ཀྱི་བྱང་ཆུབ་བསམ་གཏན་དུག་སེལ་བར་བྱེད་པའི་མར་མེ་ཞེས་བྱ་བ
D2102	འཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་ཡིད་འཇུག་པའི་བསམ་གཏན་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ
D2103	ཐིག་ལེ་གྲུབ་པ
D2104	ཐིག་ལེ་གཅིག་པ་ཞེས་བྱ་བ
D2105	འཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་སྙིང་པོ་གྲུབ་པ་ཞེས་བྱ་བ
D2106	གདམས་ངག་ཉེ་བར་བསྡུས་པ
D2107	འཕགས་པ་འཇམ་དཔལ་གྱི་ཟབ་ཅིང་རྒྱ་ཆེ་བའི་འགྲེལ་པ
D2108	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་སྒྲུབ་ཐབས
D2109	འཇམ་དཔལ་ཁྲོ་བོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D2110	རྒྱུད་ཀྱི་རྒྱལ་པོ་འཇམ་དཔལ་གྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
D2111	སྐྱབས་འགྲོ་སེམས་བསྐྱེད་དབང་བཞིའི་གདམས་པ
D2112	རྡོ་རྗེ་གླུའི་གདམས་ངག
D2113	ཁྲུས་ཀྱི་ཆོ་ག
D2114	གཏོར་མའི་ཆོ་ག
D2115	བདུན་ཚིགས་ཀྱི་ཆོ་ག
D2116	རོ་སྲེག་པའི་ཆོ་ག
D2117	ཚ་ཚ་གདབ་པའི་རིམ་པ
D2118	རབ་ཏུ་གནས་པའིཆོ་ག
D2119	སྦྱིན་སྲེག་གི་ཆོ་ག
D2120	ཐུན་མོང་གི་དངོས་གྲུབ་རིན་པོ་ཆེ་སྒྲུབ་པའི་ཐབས་ཀྱི་མན་ངག
D2121	བླ་མའི་མཎཌལ་ཡི་དམ་གྱི་ཆོ་ག
D2122	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པའི་དཀྱིལ་འཁོར་གྱི་འཁོར་ལོའི་སྒྲུབ་ཐབས
D2123	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པའི་སྒྲུབ་ཐབས
D2124	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས
D2125	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པའི་སྒྲུབ་ཐབས
D2126	དཔལ་རལ་གཅིག་མའི་སྒྲུབ་ཐབས
D2127	བསྔོ་བ་ནོར་བུའི་སྒྲོན་མ་ཞེས་བྱ་བ
D2128	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པ་ལ་བསྟོད་པ
D2129	རང་གི་སེམས་ངལ་ག་སོ་བའི་མན་ངག་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་རྩ་ལྔ་པ་ཞེས་བྱ་བ
D2130	རྟོགས་པ་བརྗོད་པ་སུམ་ཅུ་པ
D2131	དཔལ་ཁ་སར་པ་ཎ་ཡབ་ཡུམ་གྱི་སྒྲུབ་ཐབས
D2132	དཔལ་གནོད་སྦྱིན་སྤུན་གཉིས་ཀྱི་སྒྲུབ་ཐབས
D2133	རིགས་ཀྱི་འཇིག་རྟེན་མགོན་པོའི་སྒྲུབས་ཀྱི་སྣང་བ་ཞེས་བྱ་བ
D2134	ལྔ་བཅུ་པའི་བཤད་པ
D2135	རིགས་ཀྱི་འཇིག་རྟེན་དབང་ཕྱུག་བསྒོམ་པའི་རིམ་པ
D2136	རྗེས་གནང་བྱ་བའི་རིམ་པ
D2137	རིགས་ཀྱི་འཇིག་རྟེན་དབང་ཕྱུག་སྒྲུབ་པའི་ཐབས
D2138	འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ཡི་གེ་བགུན་པའི་སྒྲུབ་ཐབས
D2139	དཔལ་ཐུགས་རྗེ་ཆེན་པོའི་དབང་བསྐུར་བའི་མན་ངག་རབ་ཏུ་བྱེད་པ་ཞེས་བྱ་བ
D2140	འཇིག་རྟེན་དབང་ཕྱུག་གསང་བའི་སྒྲུབ་ཐབས
D2141	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D2142	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
D2143	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D2144	ཚེ་དཔག་ཏུ་མེད་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
D2145	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་སྒྲུབ་ཐབས
D2146	བཅོམ་ལྡན་འདས་ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D2147	འཕགས་པ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་དྲག་པོ་གསུམ་འདུལ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་འགྲེལ་པ
D2148	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་འཁོར་ལོ་ཆེན་པོ་ཞེས་བྱ་བ
D2149	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས་བདུད་རྩི་ཐིགས་པ་ཞེས་བྱ་བ
D2150	ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་བདོར་བསྡུས་པ་ཞེས་བྱ་བ
D2151	ཀླུ་རིགས་བཞིའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D2152	གནོད་སྦྱིན་གྱི་སྡེ་རྣམས་སྦྱོང་ཞིང་སེལ་བ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D2153	ཡི་དགས་དང་ཤ་ཟ་དང་གྲུལ་བུམ་དང་སྲུལ་པོ་རྣམས་རྣམ་པར་སྦྱོང་ཞིང་སེལ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D2154	དཔལ་ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་གཟུངས་ཀྱི་གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
D2155	རིམ་པ་དྲུག་པ་ཞེས་བྱ་བ
D2156	གསད་པ་བདུད་རྩི་གསོ་བ་ཞེས་བྱ་བ
D2157	བདུད་རྩི་འོ་མའི་མཆོད་པ་ཞེས་བྱ་བ
D2158	ཀླུ་ཁྲོ་བོས་གསད་པའི་ཕྲིན་ལས་ཞེས་བྱ་བ
D2159	ཀླུ་རིགས་བཞི་མནན་པའི་ཆོ་ག་ཞེས་བྱ་བ
D2160	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
D2161	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
D2162	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D2163	མཛེ་ནད་ཀྱི་མཚན་ཉིད་ཅེས་བྱ་བ
D2164	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་འཁོར་ལོ་ཆེན་པོའི་ལྷ་ཚོགས་ལ་བསྟོད་པ་ཞེས་བྱ་བ
D2165	རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བའི་བསྲུང་བ་ཞེས་བྱ་བ
D2166	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གནོད་སྦྱིན་དྲག་པོ་ཆེན་པོ་རྡོ་རྗེ་གནོད་སྦྱིན་མེ་ལྕེའི་རྒྱུད་ཀྱི་འགྲེལ་པ་ཞེས་བྱ་བ
D2167	འཕགས་པ་ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D2168	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་ཐབས་རྡོར་སྡེ་དཔོན་ཆེན་པོའི་སྒྲུབ་ཐབས
D2169	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་ཐབས
D2170	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་ཐབས
D2171	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D2172	ལུང་བསྟན་སྦྱོར་བའི་མན་ངག
D2173	རྡོ་རྗེ་ལས་ཀྱི་ཚོགས་རིམ་པར་ཕྱེ་བའི་ཆོ་ག
D2174	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྦྱོར་ཀ་ཆེན་པོའི་ཆོ་ག
D2175	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་གཏོར་མའི་ཆོ་ག
D2176	ཚོགས་ཀྱི་འཁོར་ལོའི་ཆོ་ག
D2177	སྦྱིན་སྲེག་ལས་ཀྱི་ཆོ་ག
D2182	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྦྱིན་སྲེག་གི་ཆོ་ག
D2183	མཎཌལ་གྱི་སྦྱོར་ཀ
D2184	ལས་ཀྱི་རིམ་པ་མུ་ཏིག་ཕྲེང་བ་ཞེས་བྱ་བ
D2185	ཕྱག་ན་རྡོ་རྗེ་ལྕེ་དབབ་ཀྱི་འགྲེལ་པ་མུ་ཏིག་གི་ཕྲེང་བ
D2186	ཕྱག་ན་རྡོ་རྗེ་ལྕེ་དབབ་ཀྱི་གསང་བའི་ཡང་བཀོལ་གྱི་སྒྲུབ་པའི་ཐབས
D2187	རྡོ་རྗེ་ལྕེ་དབབ་པའི་སྔགས
D2188	ཕྱག་ན་རྡོ་རྗེ་ལྕེ་དབབ་ཀྱི་སྔོན་དུ་འགྲོ་བའི་ཡན་ལག་རྣལ་འབྱོར་གྱི་སྤྱོད་ལམ་བརྒྱད་པ་ཞེས་བྱ་བ
