Q2001	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
Q2809	ལས་ཀྱི་རྡོ་རྗེ་གཽ་རའིའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2810	རྗེ་བཙུན་འཇམ་དཔལ་གཤིན་རྗེ་གཤེད་མཆོད་པའི་ཆོ་གའི་རིམ་པ་ཞེས་བྱ་བ
Q2811	སངས་རྒྱས་གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q2812	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q2813	ཁྲོ་བོ་ཐོ་བ་གཤིན་རྗེ་གཤེད་ཀྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2814	དབྱུག་པ་གཤིན་རྗེ་གཤེད་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q2815	རལ་གྲི་གཤིན་རྗེ་གཤེད་གཏུམ་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2816	པདམ་གཤིན་རྗེ་གཤེད་ཤེས་རབ་བདེ་བ་ཅན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2817	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས་ཀྱི་མཎཌལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q2818	ཆོས་ཀྱི་སྐུའི་སྣང་བའི་ཆོ་ག་ཞེས་བྱ་བ
Q2819	གཤིན་རྗེ་གཤེད་ཀྱི་རོ་བསྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
Q2820	ཚོགས་ཀྱི་འཁོར་ལོའི་ཆོ་ག་ཞེས་བྱ་བ
Q2821	གཤིན་རྗེ་གཤེད་ནག་པོའི་མངོན་པར་རྟོགས་པའི་རིམ་པ
Q2822	དཔལ་གཤིན་རྗེ་གཤེད་ནག་པོའི་འཁོར་ལོ་བྲི་བའི་ཆོ་ག
Q2823	གཤིན་རྗེ་དགྲ་ནག་པོ་ཞེས་བྱ་བའི་སྒྲུབ་པའི་ཐབས
Q2824	གཤིན་རྗེ་གཤེད་ཀྱི་སྒྲུབ་པའི་ཐབས
Q2825	ནག་པོ་ཞལ་གསུམ་ཕྱག་དྲུག་པའི་སྒྲུབ་ཐབས
Q2826	འོ་མ་༼འི་༽སྒྲུབ་པའི་ཐབས
Q2827	༼གཤིན་རྗེ་༽གཤེད་ནག་༼པོའི་༽འཁོར་ལོའི་མན་ངག
Q2828	༼གཤིན་རྗེ་གཤེད་ནག་པོའི་༽སྦྱིན་སྲེག་གི་ཆོ་ག
Q2829	འཆི་བདག་ཡི་དྭགས་རྒྱལ་པོའི་སྒྲུབ་ཐབས
Q2830	༼གཤིན་རྗེ་གཤེད་ཀྱི་༽ལག་པའི་མཆོད་པ
Q2831	གཤིན་རྗེ་གཤེད་ནག་པོའི་དཀྱིལ་འཁོར་གྱི་བསྟོད་པ་ཞེས་བྱ་བ
Q2832	རྡོ་རྗེ་འཛིན་པས་གཤིན་རྗེ་གཤེད་པོ་ལ་བསྟོད་པའི་རྒྱུད
Q2833	གཏོར་མ་ཉེ་བར་སྦྱང་བ
Q2834	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
Q2835	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་༼རྒྱུད་ཀྱི་༽མདོར་བཤད་པ་ཞེས་བྱ་བ
Q2836	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་རྒྱུད་ཀྱི་མདོ་མདོར་བཤད་པ་ཞེས་བྱ་བ
Q2837	རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
Q2838	མ་ཧེའི་ཞལ་གྱི་སྒྲུབ་པའི་ཐབས
Q2839	རྡོ་རྗེས་འཇིགས་བྱེད་ཞལ་གཅིག་ཕྱག་གཉིས་པའི་སྒྲུབ་པའི་ཐབས
Q2840	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་མདོར་བསྡུས་པ
Q2841	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་བསྙེན་པའི་ཆོ་ག་།་སྒྲུབ་པའི་ཆོ་ག
Q2842	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་རྟོག་པ་ལས་འཁོར་ལོ་བསྐོར་བའི་ལས་དྲག་པོ་ཕྱོགས་གཅིག་པ
Q2843	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་སྒྲུབ་པའི་ཐབས་ལས་བྱ་བའི་ཆོ་ག་སེམས་དཔའ་བསྡུས་པ
Q2844	རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་ཐབས
Q2845	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་སྒྲུབ་པའི་ཐབས་དང་ལས་བྱ་བའི་ཆོ་ག་སེམས་དཔའ་བསྡུས་པ
Q2846	དཀྱིལ་འཁོར་གྱི་ཆོ་ག
Q2847	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q2848	རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་ཚོགས་ཀྱི་འཁོར་ལོ་ཞེས་བྱ་བ
Q2849	ཙཚུ་ཙཚུནད་རའི་རྟོག་པ
Q2850	རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
Q2851	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་ཐབས
Q2852	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་ཐབས
Q2853	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་གཏོར་མའི་ཆོ་ག
Q2854	བྷེཨེ་ར་བའི་ཞི་བའི་བྱ་བ་བདུན་པ
Q2855	དྲག་པོའི་ལས་ཀྱི་བྱ་བ་བདུན་པ
Q2856	དཔལ་གཤིན་རྗེ་གཤེད་ནག་པོའི་འཁོར་ལོའི་ཆོ་ག
Q2857	ལས་ཀྱི་གྲོགས་ཀྱིས་བྱེད་པ
Q2858	དམ་རྫས་རྨད་དུ་བསྒྱུར་ཏེ་བསྟེན་པའི་ཆོ་ག
Q2859	གཏམ་རྒྱུད་ཀྱི་རྟོག་པ
Q2860	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་ཕྱག་མཚན་གྱི་རྣམ་པར་དག་པ་ཞེས་བྱ་བ
Q2861	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་སྒྲུབ་ཐབས
Q2862	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་བསྟོད་པ
Q2863	དེ་ཉིད་ལྔ་པའི་བསྟོད་པ
Q2864	༼འཇིགས་བྱེད་ཀྱི་བསྟོད་པ
Q2865	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་བསྟོད་པ
Q2866	འཇམ་དཔལ་འཇིགས་བྱེད་མཚན་གྱི་བསྟོད་པ
Q2867	དཔལ་གཤིན་རྗེ་གཤེད་པོའི་རྩ་བའི་སྔགས་དོན་རྡོ་རྗེ་རབ་ཏུ་འབྱེད་པ་ཞེས་བྱ་བ
Q2868	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་རྡོ་རྗེ་འོད་ཅེས་བྱ་བ
Q2869	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་གསལ་བ་ཞེས་བྱ་བ
Q2870	གཤིན་རྗེ་གཤེད་ནག་པོ་གདོང་དྲུག་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2871	གཤིན་རྗེའི་དགྲ་བསྒྲུབ་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
Q2872	འཇམ་དཔལ་གྱི་རྟོག་པ་དམ་རྫས་གསང་བ་རྨད་དུ་བསྒྱུར་ཏེ་བསྟེན་པའི་ཆོ་ག
Q2873	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
Q2874	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་སྒྲུབ་ཐབས
Q2875	འོད་གསལ་འཆར་བའི་རིམ་པ
Q2876	ཤིན་ཏུ་སྤྲོས་པ་མེད་པ་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག་ཅེས་བྱ་བ
Q2877	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག
Q2878	གཤིན་རྗེ་གཤེད་ཀྱི་འཕྲུལ་འཁོར་གྱི་ཕྲེང་བ
Q2879	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
Q2880	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
Q2881	རྣལ་འབྱོར་བཞིའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ་རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག
Q2882	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
Q2883	གཤིན་རྗེ་གཤེད་དམར་པོ་མཎཌལ་དུ་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ
Q2884	གཤིན་རྗེ་གཤེད་ནག་པོ་དང་གཤིན་རྗེ་གཤེད་དམར་པོའི་མཆོད་པའི་ཆོ་ག
Q2885	གཤིན་རྗེ་གཤེད་དམར་པོའི་ཏིང་ངེ་འཛིན་གྱི་ཆོ་ག
Q2886	གཤིན་རྗེ་གཤེད་དམར་པོའི་གཏོར་མའི་ཆོ་ག
Q2887	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
Q2888	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་དང་བཅས་པ་གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་མངོན་པར་རྟོགས་པ
Q2889	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་གསལ་བྱེད
Q2890	གཤིན་རྗེ་དཤེད་དམར་པོའི་འཁོར་ལོའི་དེ་ཁོ་ན་ཉིད་ཀྱི་གསལ་བྱེད
Q2891	གཤིན་རྗེ་དགྲ་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2892	གཤིན་རྗེ་གཤེད་དམར་པོའི་རྫོགས་པའི་རྣལ་འབྱོར་ཞེས་བྱ་བ
Q2893	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་འཚོ་བའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བའི་མན་ངག
Q2894	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ
Q2895	ལྷ་མོ་འོད་འཛིན་མའི་བྱིན་གྱིས་བརླབ་པ
Q2896	འོད་འཆང་མའི་སྒྲུབ་པའི་ཐབས
Q2897	རང་གི་སེམས་གོང་དུ་འཕོ་བའི་མན་ངག་བྱིན་རླབས་དང་བཅས་པ
Q2898	བྱིན་གྱིས་རླབས་པའི་རིམ་པ
Q2899	མེའི་ལྷ་མཆོད་པ་ཞེས་བྱ་བ
Q2900	བདུད་རྩི་བྱིན་གྱིས་བརླབ་པ་ཞེས་བྱ་བ
Q2901	བསྲུང་བའི་འཁོར་ལོའི་བྱིན་བརླབས་དང་ཕྱིར་བཟློག་པའི་མན་ངག་ཅེས་བྱ་བ
Q2902	ལས་ཀྱི་གཤིན་རྗེ་ཆོས་ཀྱི་རྒྱལ་པོའི་བསྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2903	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྔགས་བཏུ་བ་ཞེས་བྱ་བ
Q2904	གཤིན་རྗེ་གཤེད་དམར་པོའི་ལས་ཀྱི་ཕྲེང་བའི་སྒྲུབ་ཐབས་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བ
Q2905	དགའ་བས་ཚིམ་མའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q2906	གནོད་སྦྱིན་ན་ཌ་ཕོ་མོའི་སྒྲུབ་ཐབས
Q2907	གནོད་སྦྱིན་མོ་སའི་བདག་མོ་བཀྲ་ཤིས་མའི་སྒྲུབ་ཐབས
Q2908	གནོད་སྦྱིན་དགའ་བྱེད་ཀྱི་སྒྲུབ་ཐབས
Q2909	གནོད་སྦྱིན་གྱི་རྒྱལ་པོ་ཕུར་བུས་འདེབས་པའི་སྒྲུབ་ཐབས
Q2910	བརྡེག་པར་བྱེད་པའི་གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་གྱི་སྒྲུབ་ཐབས
Q2911	དཔལ་ཟླ་བའི་ལྷ་མོ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q2912	འཕྲོག་མ་རྣ་ཆ་འཛིན་མའི་སྒྲུབ་ཐབས
Q2913	རིན་ཆེན་ཕྲེང་བ་མ
Q2914	ཀླུ་མོའི་སྒྲུབ་ཐབས
Q2915	ཀླུ་མོ་ནོར་སྐྱོང་ཞལ་མ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q2916	ཀླུ་མོ་ཨ་ཕུ་ཞེས་བྱ་བའི་མན་ངག
Q2917	ཡིད་འཕྲོག་མའི་སྒྲུབ་ཐབས
Q2918	ལེགས་པར་དགའ་མའི་སྒྲུབ་ཐབས
Q2919	སྤྱན་ཡངས་མའི་སྒྲུབ་ཐབས
Q2920	འདོད་ཆགས་དགའ་མའི་སྒྲུབ་ཐབས
Q2921	གཞན་གྱིས་མི་ཐུབ་མ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q2922	ལྷག་པར་རྒྱལ་བ་མི་ཕམ་མའི་སྒྲུབ་ཐབས
Q2923	གང་བ་བཟང་པོའི་སྒྲུབ་ཐབས
Q2924	འབྱུང་མོ་མཛེས་མའི་སྒྲུབ་ཐབས
Q2925	དཔལ་རྒྱལ་བའི་མཛེས་མའི་སྒྲུབ་ཐབས
Q2926	དྲི་མེད་མཛེས་མའི་སྒྲུབ་ཐབས
