G1	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
G883	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
G884	རྣལ་འབྱོར་བཞིའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ་རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག
G885	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
G886	གཤིན་རྗེ་གཤེད་དམར་པོ་མཎཌལ་དུ་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ
G887	གཤིན་རྗེ་གཤེད་ནག་པོ་དང་གཤིན་རྗེ་གཤེད་དམར་པོའི་མཆོད་པའི་ཆོ་ག
G888	གཤིན་རྗེ་གཤེད་དམར་པོའི་ཏིང་ངེ་འཛིན་གྱི་ཆོ་ག
G889	གཤིན་རྗེ་གཤེད་དམར་པོའི་གཏོར་མའི་ཆོ་ག
G890	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
G891	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་དང་བཅས་པ་གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་མངོན་པར་རྟོགས་པ
G892	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་གསལ་བྱེད
G893	གཤིན་རྗེ་དཤེད་དམར་པོའི་འཁོར་ལོའི་དེ་ཁོ་ན་ཉིད་ཀྱི་གསལ་བྱེད
G894	གཤིན་རྗེ་དགྲ་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G895	གཤིན་རྗེ་གཤེད་དམར་པོའི་རྫོགས་པའི་རྣལ་འབྱོར་ཞེས་བྱ་བ
G896	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་འཚོ་བའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བའི་མན་ངག
G897	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ
G898	ལྷ་མོ་འོད་འཛིན་མའི་བྱིན་གྱིས་བརླབ་པ
G899	ཨོད་འཆང་མའི་སྒྲུབ་པའི་ཐབས
G900	རང་གི་སེམས་གོང་དུ་འཕོ་བའི་མན་ངག་བྱིན་རླབས་དང་བཅས་པ
G901	བྱིན་གྱིས་རླབས་པའི་རིམ་པ
G902	མེའི་ལྷ་མཆོད་པ་ཞེས་བྱ་བ
G903	བདུད་རྩི་བྱིན་གྱིས་བརླབ་པ་ཞེས་བྱ་བ
G904	བསྲུང་བའི་འཁོར་ལོའི་བྱིན་བརླབས་དང་ཕྱིར་བཟློག་པའི་མན་ངག་ཅེས་བྱ་བ
G905	ལས་ཀྱི་གཤིན་རྗེ་ཆོས་ཀྱི་རྒྱལ་པོའི་བསྒྲུབ་ཐབས་ཞེས་བྱ་བ
G906	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྔགས་བཏུ་བ་ཞེས་བྱ་བ
G907	གཤིན་རྗེ་གཤེད་དམར་པོའི་ལས་ཀྱི་ཕྲེང་བའི་སྒྲུབ་ཐབས་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བ
G908	དགའ་བས་ཚིམ་མའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G909	གནོད་སྦྱིན་ན་ཌ་ཕོ་མོའི་སྒྲུབ་ཐབས
G910	གནོད་སྦྱིན་མོ་སའི་བདག་མོ་བཀྲ་ཤིས་མའི་སྒྲུབ་ཐབས
G911	གནོད་སྦྱིན་དགའ་བྱེད་ཀྱི་སྒྲུབ་ཐབས
G912	གནོད་སྦྱིན་གྱི་རྒྱལ་པོ་ཕུར་བུས་འདེབས་པའི་སྒྲུབ་ཐབས
G913	བརྡེག་པར་བྱེད་པའི་གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་གྱི་སྒྲུབ་ཐབས
G914	དཔལ་ཟླ་བའི་ལྷ་མོ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G915	ཕྲོག་མ་རྣ་ཆ་འཛིན་མའི་སྒྲུབ་ཐབས
G916	རིན་ཆེན་ཕྲེང་བ་མ
G917	ཀླུ་མོའི་སྒྲུབ་ཐབས
G918	ཀླུ་མོ་ནོར་སྐྱོང་ཞལ་མ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G919	ཀླུ་མོ་ཨ་ཕུ་ཞེས་བྱ་བའི་མན་ངག
G920	ཡིད་འཕྲོག་མའི་སྒྲུབ་ཐབས
G921	ལེགས་པར་དགའ་མའི་སྒྲུབ་ཐབས
G922	སྤྱན་ཡངས་མའི་སྒྲུབ་ཐབས
G923	དོད་ཆགས་དགའ་མའི་སྒྲུབ་ཐབས
G924	གཞན་གྱིས་མི་ཐུབ་མ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G925	ལྷག་པར་རྒྱལ་བ་མི་ཕམ་མའི་སྒྲུབ་ཐབས
G926	གང་བ་བཟང་པོའི་སྒྲུབ་ཐབས
G927	བྱུང་མོ་མཛེས་མའི་སྒྲུབ་ཐབས
G928	དཔལ་རྒྱལ་བའི་མཛེས་མའི་སྒྲུབ་ཐབས
G929	དྲི་མེད་མཛེས་མའི་སྒྲུབ་ཐབས
G930	ཤ་ཟ་པི་ལུའི་པ་ལི་སྒྲུབ་ཐབས
G931	ཤ་ཟ་ནོར་བུ་འཛིན་པའི་སྒྲུབ་ཐབས
G932	ཤ་ཟ་ནག་པོའི་སྒྲུབ་ཐབས
G933	ཤ་ཟ་ནག་པོའི་སྙིང་པོའི་སྒྲུབ་ཐབས
G934	ཤ་ཟ་མོ་ཧ་ན་མའི་སྒྲུབ་ཐབས
G935	ཨ་ལུ་ཀ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G936	ཨ་ལ་སྦས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G937	བོང་བུའི་གདོང་ཅན་མའི་སྒྲུབ་ཐབས
G938	ཤ་ཟ་ཨ་ལུ་མབི་ནའི་སྒྲུབ་ཐབས
G939	ཨུཙཚུSHམའ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G940	ཀSHཨུ་ཀSHཨུ་སེ་ཡི་ཀུན་དའི་སྒྲུབ་ཐབས
G941	ཤ་ཟ་མོ་རྣ་བ་འཛིན་པའི་སྒྲུབ་ཐབས
G942	ཤ་ཟ་མོ་ཁ་ནག་མོའི་སྒྲུབ་ཐབས
G943	གཤིན་རྗེ་གཤེད་ཀྱི་ཡིད་བཞིན་གྱི་ནོར་བུའི་ཕྲེང་བ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G944	མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་མཚན་དོན་གསལ་བར་བྱེད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ
G945	ཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་དོན་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བ
G946	མཚན་ཡང་དག་པར་བརྗོད་པའི་ཉེ་བར་བསྡུས་པའི་རྣམ་པར་རྟོག་གེ་ཞེས་བྱ་བ
G947	ཉེ་བར་བསྡུས་པའི་རྣམ་པར་རྟོག་གེ་དང་སྦྱར་བའི་བསྡུས་དོན་མཚན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བ
G948	ཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་སྙིང་པོ་མངན་པར་རྟོགས་པ་ཞེས་བྱ་བ
G949	ཕགས་པ་འཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ
G950	ཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་རིན་པོ་ཆེའི་ཕྱག་རྒྱ་དྲི་མ་མེད་པའི་ཆོ་ག་ཞེས་བྱ་བ
G951	ཕགས་པ་འཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ
G952	ཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་རིནཔོ་ཆེའི་ཕྱག་རྒྱ་དྲི་མ་མེད་པའི་ཆོ་ག་ཞེས་བྱ་བ
G953	རང་བཞིན་དུ་གནས་པའི་སྔགས་ཀྱི་སྤྱོད་པ་བཅུ་པ་ཞེས་བྱ་བ
G954	རྨི་ལམ་བརྟག་པ
G955	སངས་རྒྱས་ཀྱི་བྱང་ཆུབ་བསམ་གཏན་དུག་སེལ་བར་བྱེད་པའི་མར་མེ་ཞེས་བྱ་བ
G956	ཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་ཡིད་འཇུག་པའི་བསམ་གཏན་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ
G957	ཐིག་ལེ་གྲུབ་པ
G958	ཐིག་ལེ་གཅིག་པ་ཞེས་བྱ་བ
G959	ཇམ་དཔལ་ཡེ་ཤེས་སེམས་དཔའི་སྙིང་པོ་གྲུབ་པ་ཞེས་བྱ་བ
G960	གདམས་ངག་ཉེ་བར་བསྡུས་པ
G961	ཕགས་པ་འཇམ་དཔལ་གྱི་ཟབ་ཅིང་རྒྱ་ཆེ་བའི་འགྲེལ་པ
G962	ཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་སྒྲུབ་ཐབས
G963	ཇམ་དཔལ་ཁྲོ་བོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G964	རྒྱུད་ཀྱི་རྒྱལ་པོ་འཇམ་དཔལ་གྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
G965	སྐྱབས་འགྲོ་སེམས་བསྐྱེད་དབང་བཞིའི་གདམས་པ
G966	རྡོ་རྗེ་གླུའི་གདམས་ངག
G967	ཁྲུས་ཀྱི་ཆོ་ག
G968	གཏོར་མའི་ཆོ་ག
G969	བདུན་ཚིགས་ཀྱི་ཆོ་ག
G970	རོ་སྲེག་པའི་ཆོ་ག
G971	ཚ་ཚ་གདབ་པའི་རིམ་པ
G972	རབ་ཏུ་གནས་པའིཆོ་ག
G973	སྦྱིན་སྲེག་གི་ཆོ་ག
G974	ཐུན་མོང་གི་དངོས་གྲུབ་རིན་པོ་ཆེ་སྒྲུབ་པའི་ཐབས་ཀྱི་མན་ངག
G975	བླ་མའི་མཎཌལ་ཡི་དམ་གྱི་ཆོ་ག
G976	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པའི་དཀྱིལ་འཁོར་གྱི་འཁོར་ལོའི་སྒྲུབ་ཐབས
G977	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པའི་སྒྲུབ་ཐབས
G978	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས
G979	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པའི་སྒྲུབ་ཐབས
G980	དཔལ་རལ་གཅིག་མའི་སྒྲུབ་ཐབས
G981	བསྔོ་བ་ནོར་བུའི་སྒྲོན་མ་ཞེས་བྱ་བ
G982	དཔལ་བཅོམ་ལྡན་འདས་རལ་པ་གཅིག་པ་ལ་བསྟོད་པ
G983	རང་གི་སེམས་ངལ་ག་སོ་བའི་མན་ངག་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་རྩ་ལྔ་པ་ཞེས་བྱ་བ
G984	རྟོགས་པ་བརྗོད་པ་སུམ་ཅུ་པ
G985	དཔལ་ཁ་སར་པ་ཎ་ཡབ་ཡུམ་གྱི་སྒྲུབ་ཐབས
G986	དཔལ་གནོད་སྦྱིན་སྤུན་གཉིས་ཀྱི་སྒྲུབ་ཐབས
G987	རིགས་ཀྱི་འཇིག་རྟེན་མགོན་པོའི་སྒྲུབས་ཀྱི་སྣང་བ་ཞེས་བྱ་བ
G988	ལྔ་བཅུ་པའི་བཤད་པ
G989	རིགས་ཀྱི་འཇིག་རྟེན་དབང་ཕྱུག་བསྒོམ་པའི་རིམ་པ
G990	རྗེས་གནང་བྱ་བའི་རིམ་པ
G991	རིགས་ཀྱི་འཇིག་རྟེན་དབང་ཕྱུག་སྒྲུབ་པའི་ཐབས
G992	ཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ཡི་གེ་བགུན་པའི་སྒྲུབ་ཐབས
G993	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་སྒྲུབ་ཐབས
G994	བཅོམ་ལྡན་འདས་ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
G995	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G996	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
G997	ཚེ་དཔག་ཏུ་མེད་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
G998	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
G999	ཕགས་པ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་དྲག་པོ་གསུམ་འདུལ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་འགྲེལ་པ
G1000	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་འཁོར་ལོ་ཆེན་པོ་ཞེས་བྱ་བ
